Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Age
NCD55,12,Low Fat,0.024213354,Household,42,OUT027,1985,Medium,Tier 3,Supermarket Type3,293,Non-Consumable,40
FDU37,9,Regular,0.06613202877895108,Canned,79,OUT046,1997,Small,Tier 1,Supermarket Type1,1038,Food,28
FDA01,15,Regular,0.054685839,Canned,60,OUT017,2007,Medium,Tier 2,Supermarket Type1,1581,Food,18
FDS13,6,Low Fat,0.124758619,Canned,264,OUT045,2002,Medium,Tier 2,Supermarket Type1,3444,Food,23
FDK55,18,Low Fat,0.02586664,Meat,88,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695,Food,16
FDR36,6,Regular,0.121563385,Baking Goods,43,OUT035,2004,Small,Tier 2,Supermarket Type1,545,Food,21
DRK49,14,Low Fat,0.035999599,Soft Drinks,41,OUT049,1999,Medium,Tier 1,Supermarket Type1,162,Drinks,26
DRM23,12,Low Fat,0.06613202877895108,Hard Drinks,171,OUT027,1985,Medium,Tier 3,Supermarket Type3,6207,Drinks,40
FDH47,13,Regular,0.21561193,Starchy Foods,98,OUT010,1998,Medium,Tier 3,Grocery Store,97,Food,27
FDZ21,17,Regular,0.039381633,Snack Foods,98,OUT018,2009,Medium,Tier 3,Supermarket Type2,675,Food,16
FDI57,19,Low Fat,0.054331235,Seafood,198,OUT017,2007,Medium,Tier 2,Supermarket Type1,4532,Food,18
FDK26,12,Regular,0.056338482,Canned,184,OUT019,1985,Small,Tier 1,Grocery Store,1304,Food,40
FDQ36,7,Regular,0.161516894,Baking Goods,37,OUT035,2004,Small,Tier 2,Supermarket Type1,447,Food,21
FDJ58,12,Regular,0.184359831,Snack Foods,172,OUT019,1985,Small,Tier 1,Grocery Store,858,Food,40
FDD45,8,Low Fat,0.116484721,Fruits and Vegetables,94,OUT045,2002,Medium,Tier 2,Supermarket Type1,1134,Food,23
FDG50,7,Low Fat,0.015302764,Canned,89,OUT045,2002,Medium,Tier 2,Supermarket Type1,2189,Food,23
FDO36,12,Low Fat,0.136417078,Baking Goods,179,OUT019,1985,Small,Tier 1,Grocery Store,179,Food,40
NCW42,18,Low Fat,0.058707159,Household,220,OUT018,2009,Medium,Tier 3,Supermarket Type2,3094,Non-Consumable,16
NCH18,9,Low Fat,0.074753743,Household,246,OUT010,1998,Medium,Tier 3,Grocery Store,982,Non-Consumable,27
FDY59,12,Low Fat,0.031251369,Baking Goods,93,OUT027,1985,Medium,Tier 3,Supermarket Type3,1018,Food,40
NCO42,21,Low Fat,0.024705597,Household,145,OUT045,2002,Medium,Tier 2,Supermarket Type1,1603,Non-Consumable,23
FDM45,8,Regular,0.088693595,Snack Foods,122,OUT017,2007,Medium,Tier 2,Supermarket Type1,2181,Food,18
NCV29,11,Low Fat,0.038235337,Health and Hygiene,177,OUT010,1998,Medium,Tier 3,Grocery Store,711,Non-Consumable,27
FDT08,12,Low Fat,0.048980156,Fruits and Vegetables,148,OUT027,1985,Medium,Tier 3,Supermarket Type3,2996,Food,40
NCQ43,12,Low Fat,0.194874778,Others,110,OUT019,1985,Small,Tier 1,Grocery Store,218,Non-Consumable,40
NCA54,16,Low Fat,0.036611104,Household,180,OUT013,1987,High,Tier 3,Supermarket Type1,3247,Non-Consumable,38
FDW55,12,Regular,0.06613202877895108,Fruits and Vegetables,248,OUT035,2004,Small,Tier 2,Supermarket Type1,6723,Food,21
FDI10,12,Regular,0.07802465,Snack Foods,171,OUT027,1985,Medium,Tier 3,Supermarket Type3,3448,Food,40
NCS53,12,Low Fat,0.157190017,Health and Hygiene,156,OUT019,1985,Small,Tier 1,Grocery Store,316,Non-Consumable,40
FDZ35,12,Regular,0.022170592,Breads,105,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199,Food,40
FDF10,15,Regular,0.156797787,Snack Foods,148,OUT013,1987,High,Tier 3,Supermarket Type1,3972,Food,38
FDO38,17,Low Fat,0.07325106,Canned,76,OUT017,2007,Medium,Tier 2,Supermarket Type1,778,Food,18
FDY45,17,Low Fat,0.026289984,Snack Foods,253,OUT017,2007,Medium,Tier 2,Supermarket Type1,3815,Food,18
FDC40,16,Regular,0.065328932,Dairy,78,OUT018,2009,Medium,Tier 3,Supermarket Type2,1791,Food,16
NCO54,19,Low Fat,0.014296484,Household,53,OUT049,1999,Medium,Tier 1,Supermarket Type1,1436,Non-Consumable,26
FDQ14,9,Low Fat,0.062038986,Dairy,148,OUT018,2009,Medium,Tier 3,Supermarket Type2,1797,Food,16
FDM10,18,Low Fat,0.075908374,Snack Foods,213,OUT013,1987,High,Tier 3,Supermarket Type1,3846,Food,38
DRK23,8,Low Fat,0.072383777,Hard Drinks,251,OUT017,2007,Medium,Tier 2,Supermarket Type1,7084,Drinks,18
NCR17,9,Low Fat,0.024363026,Health and Hygiene,114,OUT013,1987,High,Tier 3,Supermarket Type1,2085,Non-Consumable,38
FDG31,12,Low Fat,0.066351687,Meat,65,OUT019,1985,Small,Tier 1,Grocery Store,193,Food,40
FDH02,7,Regular,0.020823289,Canned,92,OUT045,2002,Medium,Tier 2,Supermarket Type1,996,Food,23
DRH37,17,Low Fat,0.041851756,Soft Drinks,162,OUT017,2007,Medium,Tier 2,Supermarket Type1,3124,Drinks,18
DRC36,13,Regular,0.045239326,Soft Drinks,174,OUT017,2007,Medium,Tier 2,Supermarket Type1,4377,Drinks,18
FDB56,8,Regular,0.074778547,Fruits and Vegetables,186,OUT045,2002,Medium,Tier 2,Supermarket Type1,3567,Food,23
NCK54,12,Low Fat,0.029583249,Household,114,OUT045,2002,Medium,Tier 2,Supermarket Type1,1048,Non-Consumable,23
NCQ17,10,Low Fat,0.06613202877895108,Health and Hygiene,154,OUT013,1987,High,Tier 3,Supermarket Type1,2816,Non-Consumable,38
FDM13,6,Low Fat,0.063432676,Breakfast,132,OUT018,2009,Medium,Tier 3,Supermarket Type2,524,Food,16
FDT44,16,Low Fat,0.103406065,Fruits and Vegetables,116,OUT018,2009,Medium,Tier 3,Supermarket Type2,1178,Food,16
FDO28,12,Low Fat,0.126585095,Frozen Foods,122,OUT019,1985,Small,Tier 1,Grocery Store,120,Food,40
NCK07,10,Low Fat,0.04896208,Others,165,OUT017,2007,Medium,Tier 2,Supermarket Type1,3946,Non-Consumable,18
NCP05,19,Low Fat,0.025286583,Health and Hygiene,151,OUT046,1997,Small,Tier 1,Supermarket Type1,1366,Non-Consumable,28
FDX11,16,Regular,0.106752081,Baking Goods,181,OUT046,1997,Small,Tier 1,Supermarket Type1,1090,Food,28
FDS52,8,Low Fat,0.005485618,Frozen Foods,99,OUT045,2002,Medium,Tier 2,Supermarket Type1,607,Food,23
FDB14,20,Regular,0.102932246,Canned,93,OUT045,2002,Medium,Tier 2,Supermarket Type1,1304,Food,23
NCY06,12,Low Fat,0.060888514,Household,130,OUT027,1985,Medium,Tier 3,Supermarket Type3,1565,Non-Consumable,40
FDS45,5,Regular,0.029662795,Snack Foods,105,OUT017,2007,Medium,Tier 2,Supermarket Type1,2328,Food,18
DRF23,4,Low Fat,0.06613202877895108,Hard Drinks,173,OUT046,1997,Small,Tier 1,Supermarket Type1,1221,Drinks,28
FDD33,12,Low Fat,0.06613202877895108,Fruits and Vegetables,231,OUT027,1985,Medium,Tier 3,Supermarket Type3,6970,Food,40
NCA53,11,Low Fat,0.009918699,Health and Hygiene,49,OUT018,2009,Medium,Tier 3,Supermarket Type2,777,Non-Consumable,16
FDC46,17,Low Fat,0.116520447,Snack Foods,186,OUT035,2004,Small,Tier 2,Supermarket Type1,2950,Food,21
NCW41,18,Low Fat,0.015447454,Health and Hygiene,159,OUT035,2004,Small,Tier 2,Supermarket Type1,3961,Non-Consumable,21
FDZ39,19,Regular,0.018098194,Meat,104,OUT018,2009,Medium,Tier 3,Supermarket Type2,309,Food,16
FDE51,5,Regular,0.097012989,Dairy,42,OUT017,2007,Medium,Tier 2,Supermarket Type1,758,Food,18
FDG32,12,Low Fat,0.17514326,Fruits and Vegetables,222,OUT027,1985,Medium,Tier 3,Supermarket Type3,9562,Food,40
NCK07,10,Low Fat,0.048785427,Others,163,OUT045,2002,Medium,Tier 2,Supermarket Type1,1644,Non-Consumable,23
NCQ41,14,Low Fat,0.019476708,Health and Hygiene,193,OUT035,2004,Small,Tier 2,Supermarket Type1,3901,Non-Consumable,21
FDL36,15,Low Fat,0.076229769,Baking Goods,90,OUT045,2002,Medium,Tier 2,Supermarket Type1,1617,Food,23
FDQ26,13,Regular,0.06613202877895108,Dairy,57,OUT049,1999,Medium,Tier 1,Supermarket Type1,711,Food,26
FDR02,16,Low Fat,0.022190488,Dairy,113,OUT017,2007,Medium,Tier 2,Supermarket Type1,3335,Food,18
FDV59,13,Low Fat,0.06613202877895108,Breads,217,OUT018,2009,Medium,Tier 3,Supermarket Type2,3265,Food,16
FDZ33,10,Low Fat,0.06613202877895108,Snack Foods,147,OUT010,1998,Medium,Tier 3,Grocery Store,739,Food,27
NCT41,15,Low Fat,0.05610384,Health and Hygiene,153,OUT045,2002,Medium,Tier 2,Supermarket Type1,2580,Non-Consumable,23
FDB17,13,Low Fat,0.061381589,Frozen Foods,179,OUT010,1998,Medium,Tier 3,Grocery Store,181,Food,27
FDN44,13,Low Fat,0.022795611,Fruits and Vegetables,160,OUT046,1997,Small,Tier 1,Supermarket Type1,1597,Food,28
FDE45,12,Low Fat,0.040323731,Fruits and Vegetables,180,OUT013,1987,High,Tier 3,Supermarket Type1,4656,Food,38
FDG47,12,Low Fat,0.070012633,Starchy Foods,262,OUT017,2007,Medium,Tier 2,Supermarket Type1,2885,Food,18
NCP02,12,Low Fat,0.044591774,Household,59,OUT027,1985,Medium,Tier 3,Supermarket Type3,2192,Non-Consumable,40
FDW02,4,Regular,0.037699423,Dairy,125,OUT046,1997,Small,Tier 1,Supermarket Type1,3880,Food,28
NCM53,18,Low Fat,0.052040915,Health and Hygiene,105,OUT046,1997,Small,Tier 1,Supermarket Type1,2024,Non-Consumable,28
FDD47,7,Regular,0.142292265,Starchy Foods,171,OUT013,1987,High,Tier 3,Supermarket Type1,3238,Food,38
FDE28,9,Regular,0.132521929,Frozen Foods,228,OUT035,2004,Small,Tier 2,Supermarket Type1,4146,Food,21
FDV12,16,Regular,0.061122656,Baking Goods,100,OUT018,2009,Medium,Tier 3,Supermarket Type2,2463,Food,16
FDE36,5,Regular,0.041942549,Baking Goods,165,OUT018,2009,Medium,Tier 3,Supermarket Type2,2293,Food,16
FDU45,15,Regular,0.035506142,Snack Foods,112,OUT046,1997,Small,Tier 1,Supermarket Type1,3301,Food,28
FDP28,13,Regular,0.080573371,Frozen Foods,260,OUT013,1987,High,Tier 3,Supermarket Type1,3914,Food,38
FDH33,12,Low Fat,0.121972274,Snack Foods,43,OUT045,2002,Medium,Tier 2,Supermarket Type1,703,Food,23
FDO44,12,Low Fat,0.087436672,Fruits and Vegetables,109,OUT035,2004,Small,Tier 2,Supermarket Type1,663,Food,21
FDR07,12,Low Fat,0.136119549,Fruits and Vegetables,94,OUT019,1985,Small,Tier 1,Grocery Store,190,Food,40
FDJ45,17,Low Fat,0.073396761,Seafood,35,OUT035,2004,Small,Tier 2,Supermarket Type1,830,Food,21
FDS59,14,Regular,0.073468631,Breads,110,OUT010,1998,Medium,Tier 3,Grocery Store,329,Food,27
FDU34,18,Low Fat,0.075132353,Snack Foods,125,OUT013,1987,High,Tier 3,Supermarket Type1,2365,Food,38
NCL06,14,Low Fat,0.120624771,Household,261,OUT010,1998,Medium,Tier 3,Grocery Store,523,Non-Consumable,27
FDR37,16,Regular,0.110888167,Breakfast,181,OUT010,1998,Medium,Tier 3,Grocery Store,1094,Food,27
NCM53,18,Low Fat,0.052252908,Health and Hygiene,105,OUT018,2009,Medium,Tier 3,Supermarket Type2,1704,Non-Consumable,16
DRG25,10,Low Fat,0.019046089,Soft Drinks,188,OUT035,2004,Small,Tier 2,Supermarket Type1,2237,Drinks,21
DRE25,15,Low Fat,0.073397129,Soft Drinks,91,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609,Drinks,26
FDZ45,14,Low Fat,0.067011609,Snack Foods,197,OUT045,2002,Medium,Tier 2,Supermarket Type1,2182,Food,23
NCV53,8,Low Fat,0.031490111,Health and Hygiene,239,OUT010,1998,Medium,Tier 3,Grocery Store,719,Non-Consumable,27
FDR55,12,Regular,0.132621594,Fruits and Vegetables,190,OUT018,2009,Medium,Tier 3,Supermarket Type2,3781,Food,16
FDS47,12,Low Fat,0.06613202877895108,Breads,87,OUT027,1985,Medium,Tier 3,Supermarket Type3,1845,Food,40
DRG27,8,Low Fat,0.105110692,Dairy,41,OUT046,1997,Small,Tier 1,Supermarket Type1,690,Drinks,28
FDA02,14,Regular,0.02976887,Dairy,145,OUT049,1999,Medium,Tier 1,Supermarket Type1,1300,Food,26
FDF45,18,Regular,0.012229464,Fruits and Vegetables,56,OUT045,2002,Medium,Tier 2,Supermarket Type1,1406,Food,23
FDZ58,17,Low Fat,0.052176861,Snack Foods,122,OUT046,1997,Small,Tier 1,Supermarket Type1,857,Food,28
NCH30,17,Low Fat,0.06725846,Household,115,OUT049,1999,Medium,Tier 1,Supermarket Type1,2490,Non-Consumable,26
FDN03,9,Regular,0.025257508,Meat,248,OUT010,1998,Medium,Tier 3,Grocery Store,751,Food,27
FDH12,9,Low Fat,0.085085743,Baking Goods,105,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065,Food,26
NCH54,13,Low Fat,0.12163321,Household,161,OUT010,1998,Medium,Tier 3,Grocery Store,159,Non-Consumable,27
DRH01,17,Low Fat,0.098102581,Soft Drinks,172,OUT045,2002,Medium,Tier 2,Supermarket Type1,4344,Drinks,23
FDX01,12,Low Fat,0.024047319,Canned,115,OUT027,1985,Medium,Tier 3,Supermarket Type3,1980,Food,40
FDD34,7,Low Fat,0.01596609,Snack Foods,163,OUT017,2007,Medium,Tier 2,Supermarket Type1,1794,Food,18
FDC53,12,Low Fat,0.008792907,Frozen Foods,96,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956,Food,40
FDO28,5,Low Fat,0.072238195,Frozen Foods,120,OUT013,1987,High,Tier 3,Supermarket Type1,1687,Food,38
DRJ51,14,Low Fat,0.08849163,Dairy,231,OUT017,2007,Medium,Tier 2,Supermarket Type1,7602,Drinks,18
FDD14,20,Low Fat,0.170500183,Canned,184,OUT018,2009,Medium,Tier 3,Supermarket Type2,1659,Food,16
FDW35,10,Low Fat,0.011134397,Breads,42,OUT018,2009,Medium,Tier 3,Supermarket Type2,167,Food,16
NCH18,9,Low Fat,0.044730667,Household,245,OUT049,1999,Medium,Tier 1,Supermarket Type1,2456,Non-Consumable,26
FDK20,12,Regular,0.04179272,Fruits and Vegetables,122,OUT017,2007,Medium,Tier 2,Supermarket Type1,1347,Food,18
FDY47,8,Regular,0.054484461,Breads,130,OUT046,1997,Small,Tier 1,Supermarket Type1,1557,Food,28
FDG32,19,Low Fat,0.175849067,Fruits and Vegetables,222,OUT013,1987,High,Tier 3,Supermarket Type1,2001,Food,38
FDC20,10,Low Fat,0.024069113,Fruits and Vegetables,56,OUT018,2009,Medium,Tier 3,Supermarket Type2,559,Food,16
NCS29,9,Low Fat,0.06953231,Health and Hygiene,266,OUT035,2004,Small,Tier 2,Supermarket Type1,6624,Non-Consumable,21
FDG53,10,Low Fat,0.045848263,Frozen Foods,138,OUT035,2004,Small,Tier 2,Supermarket Type1,2237,Food,21
FDV26,20,Regular,0.076160451,Dairy,196,OUT046,1997,Small,Tier 1,Supermarket Type1,2731,Food,28
FDE40,15,Regular,0.099704558,Dairy,63,OUT017,2007,Medium,Tier 2,Supermarket Type1,1300,Food,18
FDM02,12,Regular,0.073735058,Canned,87,OUT046,1997,Small,Tier 1,Supermarket Type1,1657,Food,28
FDU11,4,Low Fat,0.0931174,Breads,118,OUT017,2007,Medium,Tier 2,Supermarket Type1,361,Food,18
FDB51,6,Low Fat,0.038446805,Dairy,63,OUT035,2004,Small,Tier 2,Supermarket Type1,751,Food,21
FDQ03,15,Regular,0.078172471,Meat,238,OUT045,2002,Medium,Tier 2,Supermarket Type1,3555,Food,23
DRK35,8,Low Fat,0.071992202,Hard Drinks,38,OUT045,2002,Medium,Tier 2,Supermarket Type1,986,Drinks,23
FDZ32,7,Regular,0.038210084,Fruits and Vegetables,103,OUT045,2002,Medium,Tier 2,Supermarket Type1,946,Food,23
FDU38,10,Low Fat,0.0824812,Dairy,191,OUT013,1987,High,Tier 3,Supermarket Type1,2492,Food,38
DRM11,6,Low Fat,0.066069578,Hard Drinks,261,OUT046,1997,Small,Tier 1,Supermarket Type1,4165,Drinks,28
FDS36,8,Regular,0.046848322,Baking Goods,110,OUT013,1987,High,Tier 3,Supermarket Type1,3844,Food,38
FDO52,11,Regular,0.077164595,Frozen Foods,172,OUT046,1997,Small,Tier 1,Supermarket Type1,2566,Food,28
FDA04,11,Regular,0.066833743,Frozen Foods,257,OUT049,1999,Medium,Tier 1,Supermarket Type1,2330,Food,26
NCE31,7,Low Fat,0.185596553,Household,35,OUT018,2009,Medium,Tier 3,Supermarket Type2,69,Non-Consumable,16
FDC33,8,Regular,0.068925304,Fruits and Vegetables,196,OUT035,2004,Small,Tier 2,Supermarket Type1,2759,Food,21
FDS33,6,Regular,0.12367891,Snack Foods,88,OUT045,2002,Medium,Tier 2,Supermarket Type1,885,Food,23
NCJ05,18,Low Fat,0.046348967,Health and Hygiene,153,OUT017,2007,Medium,Tier 2,Supermarket Type1,1677,Non-Consumable,18
FDN51,17,Regular,0.021065311,Meat,261,OUT017,2007,Medium,Tier 2,Supermarket Type1,6002,Food,18
FDZ10,12,Low Fat,0.077849833,Snack Foods,127,OUT019,1985,Small,Tier 1,Grocery Store,506,Food,40
NCQ30,7,Low Fat,0.029236727,Household,123,OUT017,2007,Medium,Tier 2,Supermarket Type1,1340,Non-Consumable,18
FDL09,19,Regular,0.127929521,Snack Foods,167,OUT013,1987,High,Tier 3,Supermarket Type1,3691,Food,38
FDU03,18,Regular,0.091560606,Meat,182,OUT035,2004,Small,Tier 2,Supermarket Type1,3831,Food,21
FDQ32,12,Regular,0.081605462,Fruits and Vegetables,122,OUT019,1985,Small,Tier 1,Grocery Store,371,Food,40
FDI38,13,Regular,0.014626901,Canned,207,OUT046,1997,Small,Tier 1,Supermarket Type1,3520,Food,28
FDE36,5,Regular,0.041837331,Baking Goods,161,OUT049,1999,Medium,Tier 1,Supermarket Type1,5077,Food,26
FDY02,8,Regular,0.088002959,Dairy,261,OUT018,2009,Medium,Tier 3,Supermarket Type2,1840,Food,16
NCA17,20,Low Fat,0.04551031,Health and Hygiene,149,OUT045,2002,Medium,Tier 2,Supermarket Type1,894,Non-Consumable,23
DRJ25,14,Low Fat,0.150801606,Soft Drinks,48,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231,Drinks,26
FDI26,5,Low Fat,0.03495749,Canned,177,OUT045,2002,Medium,Tier 2,Supermarket Type1,2854,Food,23
FDT50,6,Regular,0.108458498,Dairy,96,OUT045,2002,Medium,Tier 2,Supermarket Type1,958,Food,23
FDR02,16,Low Fat,0.022155562,Dairy,109,OUT018,2009,Medium,Tier 3,Supermarket Type2,1000,Food,16
NCY05,13,Low Fat,0.055301055,Health and Hygiene,34,OUT017,2007,Medium,Tier 2,Supermarket Type1,317,Non-Consumable,18
FDI50,8,Regular,0.030816999,Canned,230,OUT013,1987,High,Tier 3,Supermarket Type1,3435,Food,38
FDW56,7,Low Fat,0.0711891,Fruits and Vegetables,193,OUT018,2009,Medium,Tier 3,Supermarket Type2,5772,Food,16
FDS32,17,Regular,0.029821648,Fruits and Vegetables,139,OUT017,2007,Medium,Tier 2,Supermarket Type1,1123,Food,18
FDT48,4,Low Fat,0.046142232,Baking Goods,199,OUT018,2009,Medium,Tier 3,Supermarket Type2,4761,Food,16
FDU57,8,Regular,0.089735804,Snack Foods,148,OUT045,2002,Medium,Tier 2,Supermarket Type1,2708,Food,23
FDL51,20,Regular,0.04745185,Dairy,214,OUT013,1987,High,Tier 3,Supermarket Type1,3001,Food,38
FDO52,11,Regular,0.077150004,Frozen Foods,170,OUT035,2004,Small,Tier 2,Supermarket Type1,1882,Food,21
FDS57,12,Low Fat,0.181114059,Snack Foods,141,OUT019,1985,Small,Tier 1,Grocery Store,429,Food,40
FDR22,19,Regular,0.018562604,Snack Foods,110,OUT046,1997,Small,Tier 1,Supermarket Type1,1565,Food,28
FDB57,20,Regular,0.018789455,Fruits and Vegetables,222,OUT013,1987,High,Tier 3,Supermarket Type1,3113,Food,38
FDA04,11,Regular,0.066674465,Frozen Foods,259,OUT013,1987,High,Tier 3,Supermarket Type1,5179,Food,38
FDM09,11,Regular,0.143831787,Snack Foods,169,OUT010,1998,Medium,Tier 3,Grocery Store,169,Food,27
NCQ38,12,Low Fat,0.023402893,Others,108,OUT019,1985,Small,Tier 1,Grocery Store,213,Non-Consumable,40
FDP52,18,Regular,0.070979698,Frozen Foods,229,OUT018,2009,Medium,Tier 3,Supermarket Type2,1607,Food,16
DRK11,12,Low Fat,0.018847114,Hard Drinks,148,OUT019,1985,Small,Tier 1,Grocery Store,447,Drinks,40
FDN40,5,Low Fat,0.086945823,Frozen Foods,152,OUT017,2007,Medium,Tier 2,Supermarket Type1,3691,Food,18
FDV58,20,Low Fat,0.121438886,Snack Foods,196,OUT049,1999,Medium,Tier 1,Supermarket Type1,1565,Food,26
DRA59,8,Regular,0.06613202877895108,Soft Drinks,183,OUT017,2007,Medium,Tier 2,Supermarket Type1,2406,Drinks,18
FDE23,17,Regular,0.053288857,Starchy Foods,47,OUT045,2002,Medium,Tier 2,Supermarket Type1,605,Food,23
FDI08,18,Regular,0.066431507,Fruits and Vegetables,250,OUT045,2002,Medium,Tier 2,Supermarket Type1,4233,Food,23
FDE09,12,Low Fat,0.037824735,Fruits and Vegetables,109,OUT019,1985,Small,Tier 1,Grocery Store,331,Food,40
FDG09,20,Regular,0.047936284,Fruits and Vegetables,185,OUT046,1997,Small,Tier 1,Supermarket Type1,3942,Food,28
FDS57,15,Low Fat,0.103356186,Snack Foods,142,OUT013,1987,High,Tier 3,Supermarket Type1,1574,Food,38
FDW15,15,Regular,0.055067732,Meat,146,OUT013,1987,High,Tier 3,Supermarket Type1,2375,Food,38
FDH56,9,Regular,0.063916425,Fruits and Vegetables,117,OUT049,1999,Medium,Tier 1,Supermarket Type1,2780,Food,26
FDM36,11,Regular,0.059063036,Baking Goods,172,OUT017,2007,Medium,Tier 2,Supermarket Type1,1379,Food,18
NCQ38,16,Low Fat,0.013442036,Others,104,OUT017,2007,Medium,Tier 2,Supermarket Type1,1065,Non-Consumable,18
DRE48,12,Low Fat,0.01724183,Soft Drinks,197,OUT027,1985,Medium,Tier 3,Supermarket Type3,8868,Drinks,40
FDP33,18,Low Fat,0.089777214,Snack Foods,256,OUT017,2007,Medium,Tier 2,Supermarket Type1,5369,Food,18
FDI33,16,Low Fat,0.028418817,Snack Foods,92,OUT046,1997,Small,Tier 1,Supermarket Type1,2097,Food,28
FDO16,5,Low Fat,0.015108194,Frozen Foods,83,OUT046,1997,Small,Tier 1,Supermarket Type1,1165,Food,28
FDW34,9,Low Fat,0.035780385,Snack Foods,241,OUT017,2007,Medium,Tier 2,Supermarket Type1,3645,Food,18
FDM22,12,Regular,0.073462632,Snack Foods,52,OUT019,1985,Small,Tier 1,Grocery Store,53,Food,40
NCO07,9,Low Fat,0.009816092,Others,211,OUT018,2009,Medium,Tier 3,Supermarket Type2,3621,Non-Consumable,16
FDC44,15,Low Fat,0.172946916,Fruits and Vegetables,114,OUT045,2002,Medium,Tier 2,Supermarket Type1,1821,Food,23
DRB48,16,Regular,0.024892129,Soft Drinks,37,OUT049,1999,Medium,Tier 1,Supermarket Type1,589,Drinks,26
NCV29,11,Low Fat,0.022824491,Health and Hygiene,177,OUT013,1987,High,Tier 3,Supermarket Type1,3022,Non-Consumable,38
FDE28,9,Regular,0.06613202877895108,Frozen Foods,231,OUT013,1987,High,Tier 3,Supermarket Type1,5759,Food,38
FDP49,9,Regular,0.069229076,Breakfast,55,OUT045,2002,Medium,Tier 2,Supermarket Type1,386,Food,23
FDX59,10,Low Fat,0.051766042,Breads,34,OUT045,2002,Medium,Tier 2,Supermarket Type1,441,Food,23
FDN60,15,Low Fat,0.095140088,Baking Goods,159,OUT035,2004,Small,Tier 2,Supermarket Type1,2852,Food,21
DRC36,13,Regular,0.044976367,Soft Drinks,176,OUT035,2004,Small,Tier 2,Supermarket Type1,1225,Drinks,21
FDE02,12,Low Fat,0.212293753,Canned,92,OUT019,1985,Small,Tier 1,Grocery Store,469,Food,40
NCU29,12,Low Fat,0.025354072,Health and Hygiene,144,OUT027,1985,Medium,Tier 3,Supermarket Type3,3661,Non-Consumable,40
NCQ17,10,Low Fat,0.195721125,Health and Hygiene,156,OUT010,1998,Medium,Tier 3,Grocery Store,312,Non-Consumable,27
DRD12,6,Low Fat,0.077508015,Soft Drinks,92,OUT018,2009,Medium,Tier 3,Supermarket Type2,1094,Drinks,16
FDV45,16,Low Fat,0.045009952,Snack Foods,186,OUT013,1987,High,Tier 3,Supermarket Type1,2440,Food,38
FDZ02,12,Regular,0.037962696,Dairy,97,OUT027,1985,Medium,Tier 3,Supermarket Type3,978,Food,40
FDW26,12,Regular,0.187443314,Dairy,220,OUT019,1985,Small,Tier 1,Grocery Store,444,Food,40
FDN40,5,Low Fat,0.086384841,Frozen Foods,153,OUT013,1987,High,Tier 3,Supermarket Type1,2153,Food,38
FDR19,12,Regular,0.158947217,Fruits and Vegetables,145,OUT027,1985,Medium,Tier 3,Supermarket Type3,5978,Food,40
FDD50,18,Low Fat,0.141615436,Canned,169,OUT035,2004,Small,Tier 2,Supermarket Type1,1860,Food,21
NCD18,16,Low Fat,0.06613202877895108,Household,228,OUT046,1997,Small,Tier 1,Supermarket Type1,1612,Non-Consumable,28
FDA34,11,Low Fat,0.01484819,Starchy Foods,172,OUT013,1987,High,Tier 3,Supermarket Type1,2077,Food,38
FDR33,7,Low Fat,0.026843265,Snack Foods,109,OUT045,2002,Medium,Tier 2,Supermarket Type1,1208,Food,23
FDD39,16,Low Fat,0.070154899,Dairy,218,OUT046,1997,Small,Tier 1,Supermarket Type1,5193,Food,28
FDR13,9,Regular,0.028765486,Canned,115,OUT049,1999,Medium,Tier 1,Supermarket Type1,1274,Food,26
